x,y,tag
-3.6236236236236237,3.139091515920836e-12,Normal Narrow
-3.6156156156156154,3.5249886045839025e-12,Normal Narrow
-3.6076076076076076,3.957309845008524e-12,Normal Narrow
-3.5995995995995997,4.44151355184111e-12,Normal Narrow
-3.5915915915915915,4.9836843245131906e-12,Normal Narrow
-3.5835835835835836,5.590603054096931e-12,Normal Narrow
-3.5755755755755754,6.2698245385979125e-12,Normal Narrow
-3.5675675675675675,7.029763508741281e-12,Normal Narrow
-3.5595595595595597,7.879789948085123e-12,Normal Narrow
-3.5515515515515514,8.830334681103944e-12,Normal Narrow
-3.5435435435435436,9.893006301491482e-12,Normal Narrow
-3.5355355355355353,1.1080720621156055e-11,Normal Narrow
-3.5275275275275275,1.2407843939121203e-11,Normal Narrow
-3.5195195195195197,1.3890351559789826e-11,Normal Narrow
-3.5115115115115114,1.554600313283138e-11,Normal Narrow
-3.5035035035035036,1.7394536543487698e-11,Normal Narrow
-3.4954954954954953,1.9457882253615794e-11,Normal Narrow
-3.4874874874874875,2.1760400181667027e-11,Normal Narrow
-3.4794794794794797,2.4329141415551852e-11,Normal Narrow
-3.4714714714714714,2.7194137277554502e-11,Normal Narrow
-3.4634634634634636,3.0388718506929975e-11,Normal Narrow
-3.4554554554554553,3.39498675954408e-11,Normal Narrow
-3.4474474474474475,3.791860760593859e-11,Normal Narrow
-3.4394394394394396,4.234043112645587e-11,Normal Narrow
-3.4314314314314314,4.726577336454478e-11,Normal Narrow
-3.4234234234234235,5.2750533771475714e-11,Normal Narrow
-3.4154154154154153,5.885665100624679e-11,Normal Narrow
-3.4074074074074074,6.565273650825117e-11,Normal Narrow
-3.3993993993993996,7.32147724483241e-11,Normal Narrow
-3.3913913913913913,8.162688037433447e-11,Normal Narrow
-3.3833833833833835,9.098216746349982e-11,Normal Narrow
-3.3753753753753752,1.0138365794344616e-10,Normal Narrow
-3.3673673673673674,1.1294531795229116e-10,Normal Narrow
-3.3593593593593596,1.2579318287977997e-10,Normal Narrow
-3.3513513513513513,1.4006659707203583e-10,Normal Narrow
-3.3433433433433435,1.5591957669773623e-10,Normal Narrow
-3.335335335335335,1.7352230756971993e-10,Normal Narrow
-3.3273273273273274,1.9306279079995114e-10,Normal Narrow
-3.3193193193193196,2.147486503448403e-10,Normal Narrow
-3.3113113113113113,2.3880911777988346e-10,Normal Narrow
-3.3033033033033035,2.654972110361256e-10,Normal Narrow
-3.295295295295295,2.950921253451351e-10,Normal Narrow
-3.2872872872872874,3.2790185628387635e-10,Normal Narrow
-3.2792792792792795,3.642660765968683e-10,Normal Narrow
-3.2712712712712713,4.045592904115159e-10,Normal Narrow
-3.263263263263263,4.4919429056607977e-10,Normal Narrow
-3.255255255255255,4.986259470514969e-10,Normal Narrow
-3.2472472472472473,5.533553570423489e-10,Normal Narrow
-3.2392392392392395,6.139343896742292e-10,Normal Narrow
-3.2312312312312312,6.809706616307081e-10,Normal Narrow
-3.223223223223223,7.551329827509192e-10,Normal Narrow
-3.215215215215215,8.371573142771567e-10,Normal Narrow
-3.2072072072072073,9.278532860513242e-10,Normal Narrow
-3.1991991991991995,1.0281113229610464e-9,Normal Narrow
-3.191191191191191,1.1389104352543726e-9,Normal Narrow
-3.183183183183183,1.2613267320108954e-9,Normal Narrow
-3.175175175175175,1.3965427221038215e-9,Normal Narrow
-3.1671671671671673,1.545857472440237e-9,Normal Narrow
-3.159159159159159,1.7106976991565183e-9,Normal Narrow
-3.151151151151151,1.892629873804908e-9,Normal Narrow
-3.143143143143143,2.09337343343108e-9,Normal Narrow
-3.135135135135135,2.3148151908473745e-9,Normal Narrow
-3.1271271271271273,2.5590250493939017e-9,Normal Narrow
-3.119119119119119,2.828273135090213e-9,Normal Narrow
-3.111111111111111,3.125048468361158e-9,Normal Narrow
-3.103103103103103,3.4520793075190107e-9,Normal Narrow
-3.095095095095095,3.812355306951284e-9,Normal Narrow
-3.0870870870870872,4.209151644556662e-9,Normal Narrow
-3.079079079079079,4.64605528544555e-9,Normal Narrow
-3.071071071071071,5.126993562342323e-9,Normal Narrow
-3.063063063063063,5.656265267557482e-9,Normal Narrow
-3.055055055055055,6.2385744669101456e-9,Normal Narrow
-3.047047047047047,6.8790672626511524e-9,Normal Narrow
-3.039039039039039,7.583371750340857e-9,Normal Narrow
-3.031031031031031,8.357641433861256e-9,Normal Narrow
-3.023023023023023,9.208602383376223e-9,Normal Narrow
-3.015015015015015,1.0143604443191506e-8,Normal Narrow
-3.007007007007007,1.1170676820210564e-8,Normal Narrow
-2.998998998998999,1.229858840913634e-8,Normal Narrow
-2.990990990990991,1.3536913237847794e-8,Normal Narrow
-2.982982982982983,1.4896101445603968e-8,Normal Narrow
-2.974974974974975,1.638755623801697e-8,Normal Narrow
-2.966966966966967,1.8023717296235138e-8,Normal Narrow
-2.958958958958959,1.981815115361195e-8,Normal Narrow
-2.950950950950951,2.178564909147116e-8,Normal Narrow
-2.942942942942943,2.394233314656084e-8,Normal Narrow
-2.934934934934935,2.630577086658434e-8,Normal Narrow
-2.926926926926927,2.8895099496986997e-8,Normal Narrow
-2.918918918918919,3.173116033213705e-8,Normal Narrow
-2.910910910910911,3.4836644017371437e-8,Normal Narrow
-2.9029029029029028,3.82362476452784e-8,Normal Narrow
-2.894894894894895,4.195684455027572e-8,Normal Narrow
-2.886886886886887,4.6027667770245695e-8,Normal Narrow
-2.878878878878879,5.048050821293172e-8,Normal Narrow
-2.8708708708708706,5.534992863824845e-8,Normal Narrow
-2.8628628628628627,6.067349464585387e-8,Normal Narrow
-2.854854854854855,6.649202394056873e-8,Normal Narrow
-2.846846846846847,7.284985523676175e-8,Normal Narrow
-2.838838838838839,7.979513825699357e-8,Normal Narrow
-2.8308308308308305,8.738014638029179e-8,Normal Narrow
-2.8228228228228227,9.56616136017744e-8,Normal Narrow
-2.814814814814815,1.0470109757828942e-7,Normal Narrow
-2.806806806806807,1.1456537065461481e-7,Normal Narrow
-2.798798798798799,1.25326840892007e-7,Normal Narrow
-2.7907907907907905,1.3706400525580692e-7,Normal Narrow
-2.7827827827827827,1.4986193726187438e-7,Normal Narrow
-2.774774774774775,1.6381281153321686e-7,Normal Narrow
-2.766766766766767,1.7901646787873606e-7,Normal Narrow
-2.7587587587587588,1.9558101767603525e-7,Normal Narrow
-2.7507507507507505,2.1362349552010902e-7,Normal Narrow
-2.7427427427427427,2.3327055929004805e-7,Normal Narrow
-2.734734734734735,2.5465924198706674e-7,Normal Narrow
-2.726726726726727,2.7793775890976006e-7,Normal Narrow
-2.7187187187187187,3.032663739570926e-7,Normal Narrow
-2.7107107107107105,3.308183290866803e-7,Normal Narrow
-2.7027027027027026,3.607808412061509e-7,Normal Narrow
-2.694694694694695,3.933561710392305e-7,Normal Narrow
-2.686686686686687,4.2876276878640425e-7,Normal Narrow
-2.6786786786786787,4.6723650169315343e-7,Normal Narrow
-2.6706706706706704,5.090319689474638e-7,Normal Narrow
-2.6626626626626626,5.544239096533164e-7,Normal Narrow
-2.6546546546546548,6.037087099687627e-7,Normal Narrow
-2.646646646646647,6.572060158567128e-7,Normal Narrow
-2.6386386386386387,7.152604582745117e-7,Normal Narrow
-2.6306306306306304,7.782434980252727e-7,Normal Narrow
-2.6226226226226226,8.465553979108143e-7,Normal Narrow
-2.6146146146146148,9.206273302632896e-7,Normal Narrow
-2.606606606606607,0.0000010009236283913648,Normal Narrow
-2.5985985985985987,0.0000010879441909575631,Normal Narrow
-2.5905905905905904,0.0000011822270488071105,Normal Narrow
-2.5825825825825826,0.0000012843511042960044,Normal Narrow
-2.5745745745745747,0.0000013949390537179293,Normal Narrow
-2.566566566566567,0.0000015146605040067622,Normal Narrow
-2.5585585585585586,0.0000016442352954947976,Normal Narrow
-2.5505505505505504,0.000001784437043136914,Normal Narrow
-2.5425425425425425,0.0000019360969092689043,Normal Narrow
-2.5345345345345347,0.0000021001076216545803,Normal Narrow
-2.5265265265265264,0.000002277427751291936,Normal Narrow
-2.5185185185185186,0.000002469086265194512,Normal Narrow
-2.5105105105105103,0.0000026761873701409514,Normal Narrow
-2.5025025025025025,0.0000028999156641934996,Normal Narrow
-2.4944944944944947,0.0000031415416136275705,Normal Narrow
-2.4864864864864864,0.0000034024273737873666,Normal Narrow
-2.4784784784784786,0.000003684032973290375,Normal Narrow
-2.4704704704704703,0.0000039879228819453284,Normal Narrow
-2.4624624624624625,0.00000431577298372436,Normal Narrow
-2.4544544544544546,0.000004669377977143037,Normal Narrow
-2.4464464464464464,0.000005050659226449441,Normal Narrow
-2.4384384384384385,0.000005461673088108677,Normal Narrow
-2.4304304304304303,0.000005904619738190834,Normal Narrow
-2.4224224224224224,0.000006381852527428555,Normal Narrow
-2.4144144144144146,0.000006895887891907986,Normal Narrow
-2.4064064064064064,0.000007449415848589378,Normal Narrow
-2.3983983983983985,0.000008045311106126527,Normal Narrow
-2.3903903903903903,0.000008686644822763562,Normal Narrow
-2.3823823823823824,0.000009376697044433947,Normal Narrow
-2.3743743743743746,0.000010118969857572942,Normal Narrow
-2.3663663663663663,0.000010917201292574825,Normal Narrow
-2.358358358358358,0.000011775380015285852,Normal Narrow
-2.3503503503503502,0.000012697760845418785,Normal Narrow
-2.3423423423423424,0.000013688881142304019,Normal Narrow
-2.3343343343343346,0.000014753578099957791,Normal Narrow
-2.3263263263263263,0.000015897006995046053,Normal Narrow
-2.318318318318318,0.000017124660432952535,Normal Narrow
-2.31031031031031,0.000018442388638822168,Normal Narrow
-2.3023023023023024,0.00001985642084214062,Normal Narrow
-2.2942942942942945,0.000021373387805129443,Normal Narrow
-2.2862862862862863,0.000023000345546980857,Normal Narrow
-2.278278278278278,0.00002474480031772294,Normal Narrow
-2.27027027027027,0.000026614734877295077,Normal Narrow
-2.2622622622622623,0.00002861863613721961,Normal Narrow
-2.2542542542542545,0.00003076552422407712,Normal Narrow
-2.2462462462462462,0.0000330649830258293,Normal Narrow
-2.238238238238238,0.00003552719228387204,Normal Narrow
-2.23023023023023,0.00003816296129555503,Normal Narrow
-2.2222222222222223,0.00004098376429374704,Normal Narrow
-2.2142142142142145,0.00004400177757187409,Normal Narrow
-2.206206206206206,0.0000472299184246959,Normal Narrow
-2.198198198198198,0.00005068188597690621,Normal Narrow
-2.19019019019019,0.00005437220397345335,Normal Narrow
-2.1821821821821823,0.00005831626560725267,Normal Narrow
-2.1741741741741745,0.00006253038046171796,Normal Narrow
-2.166166166166166,0.00006703182364725197,Normal Narrow
-2.158158158158158,0.00007183888721250553,Normal Narrow
-2.15015015015015,0.00007697093391283994,Normal Narrow
-2.1421421421421423,0.00008244845341998502,Normal Narrow
-2.1341341341341344,0.0000882931210583823,Normal Narrow
-2.126126126126126,0.00009452785915512951,Normal Narrow
-2.118118118118118,0.00010117690109177458,Normal Narrow
-2.11011011011011,0.00010826585814746338,Normal Narrow
-2.1021021021021022,0.00011582178922408343,Normal Narrow
-2.0940940940940944,0.00012387327354508013,Normal Narrow
-2.086086086086086,0.0001324504864205428,Normal Narrow
-2.078078078078078,0.00014158527817192262,Normal Narrow
-2.07007007007007,0.00015131125631039582,Normal Narrow
-2.062062062062062,0.00016166387106335804,Normal Narrow
-2.0540540540540544,0.00017268050434384144,Normal Narrow
-2.046046046046046,0.00018440056225779873,Normal Narrow
-2.038038038038038,0.0001968655712441205,Normal Narrow
-2.03003003003003,0.00021011927794200162,Normal Narrow
-2.022022022022022,0.00022420775287978933,Normal Narrow
-2.014014014014014,0.00023917949807871427,Normal Narrow
-2.006006006006006,0.00025508555866397,Normal Narrow
-1.9979979979979978,0.00027197963857437317,Normal Narrow
-1.98998998998999,0.0002899182204603272,Normal Narrow
-1.9819819819819822,0.00030896068985805555,Normal Narrow
-1.973973973973974,0.00032916946372594505,Normal Narrow
-1.965965965965966,0.00035061012342644637,Normal Narrow
-1.9579579579579578,0.0003733515522342427,Normal Narrow
-1.94994994994995,0.00039746607744825394,Normal Narrow
-1.9419419419419421,0.00042302961718163507,Normal Narrow
-1.9339339339339339,0.0004501218319000278,Normal Narrow
-1.925925925925926,0.0004788262807740998,Normal Narrow
-1.9179179179179178,0.0005092305829077604,Normal Narrow
-1.90990990990991,0.0005414265834982956,Normal Narrow
-1.9019019019019021,0.0005755105249792041,Normal Narrow
-1.8938938938938938,0.0006115832231904467,Normal Narrow
-1.885885885885886,0.0006497502486143844,Normal Narrow
-1.8778778778778777,0.0006901221127087493,Normal Narrow
-1.86986986986987,0.0007328144593604219,Normal Narrow
-1.861861861861862,0.000777948261475952,Normal Narrow
-1.8538538538538538,0.0008256500227160902,Normal Narrow
-1.845845845845846,0.0008760519843726402,Normal Narrow
-1.8378378378378377,0.0009292923373763091,Normal Narrow
-1.82982982982983,0.0009855154394139624,Normal Narrow
-1.821821821821822,0.0010448720371230695,Normal Narrow
-1.8138138138138138,0.0011075194933196203,Normal Narrow
-1.805805805805806,0.0011736220192039267,Normal Narrow
-1.7977977977977977,0.0012433509114761969,Normal Narrow
-1.7897897897897899,0.0013168847942804515,Normal Narrow
-1.7817817817817816,0.0013944098658817679,Normal Narrow
-1.7737737737737738,0.0014761201499672205,Normal Narrow
-1.765765765765766,0.0015622177514460457,Normal Narrow
-1.7577577577577577,0.001652913116608719,Normal Narrow
-1.7497497497497498,0.0017484252974884667,Normal Narrow
-1.7417417417417416,0.0018489822202518284,Normal Narrow
-1.7337337337337337,0.001954820957427202,Normal Narrow
-1.725725725725726,0.0020661880037624114,Normal Narrow
-1.7177177177177176,0.0021833395554833233,Normal Narrow
-1.7097097097097098,0.0023065417927063416,Normal Narrow
-1.7017017017017015,0.0024360711647377262,Normal Narrow
-1.6936936936936937,0.0025722146779718993,Normal Narrow
-1.6856856856856859,0.002715270186080265,Normal Narrow
-1.6776776776776776,0.002865546682160007,Normal Narrow
-1.6696696696696698,0.003023364592490547,Normal Narrow
-1.6616616616616615,0.0031890560715226563,Normal Narrow
-1.6536536536536537,0.003362965297701938,Normal Narrow
-1.6456456456456459,0.0035454487697052675,Normal Narrow
-1.6376376376376376,0.0037368756026444337,Normal Narrow
-1.6296296296296298,0.003937627823767182,Normal Narrow
-1.6216216216216215,0.0041481006671613375,Normal Narrow
-1.6136136136136137,0.004368702866942261,Normal Narrow
-1.6056056056056058,0.004599856948379501,Normal Narrow
-1.5975975975975976,0.00484199951639226,Normal Narrow
-1.5895895895895897,0.005095581540818427,Normal Narrow
-1.5815815815815815,0.005361068637836054,Normal Narrow
-1.5735735735735736,0.005638941346890232,Normal Narrow
-1.5655655655655654,0.005929695402453191,Normal Narrow
-1.5575575575575575,0.006233841999919103,Normal Narrow
-1.5495495495495497,0.006551908054910501,Normal Narrow
-1.5415415415415414,0.0068844364552469416,Normal Narrow
-1.5335335335335336,0.007231986304802364,Normal Narrow
-1.5255255255255253,0.007595133158452711,Normal Narrow
-1.5175175175175175,0.007974469247290637,Normal Narrow
-1.5095095095095097,0.008370603693261449,Normal Narrow
-1.5015015015015014,0.00878416271235007,Normal Narrow
-1.4934934934934936,0.00921578980542724,Normal Narrow
-1.4854854854854853,0.009666145935841228,Normal Narrow
-1.4774774774774775,0.010135909692819871,Normal Narrow
-1.4694694694694697,0.010625777439728878,Normal Narrow
-1.4614614614614614,0.011136463446212275,Normal Narrow
-1.4534534534534536,0.011668700003223707,Normal Narrow
-1.4454454454454453,0.01222323751994101,Normal Narrow
-1.4374374374374375,0.012800844601539909,Normal Narrow
-1.4294294294294296,0.013402308106790724,Normal Narrow
-1.4214214214214214,0.014028433184427714,Normal Narrow
-1.4134134134134135,0.014680043287231234,Normal Narrow
-1.4054054054054053,0.015357980162753743,Normal Narrow
-1.3973973973973974,0.016063103819612467,Normal Narrow
-1.3893893893893896,0.016796292468268057,Normal Narrow
-1.3813813813813813,0.017558442435203356,Normal Narrow
-1.3733733733733735,0.018350468049416736,Normal Narrow
-1.3653653653653652,0.01917330150014541,Normal Narrow
-1.3573573573573574,0.020027892664736206,Normal Narrow
-1.3493493493493496,0.020915208905589497,Normal Narrow
-1.3413413413413413,0.02183623483510806,Normal Narrow
-1.3333333333333335,0.022791972047594866,Normal Narrow
-1.3253253253253252,0.02378343881705802,Normal Narrow
-1.3173173173173174,0.024811669759895436,Normal Narrow
-1.3093093093093096,0.025877715461454297,Normal Narrow
-1.3013013013013013,0.02698264206547941,Normal Narrow
-1.2932932932932935,0.02812753082549247,Normal Narrow
-1.2852852852852852,0.029313477617171842,Normal Narrow
-1.2772772772772774,0.03054159241083313,Normal Narrow
-1.269269269269269,0.031812998703147966,Normal Narrow
-1.2612612612612613,0.033128832907273656,Normal Narrow
-1.2532532532532534,0.03449024370061107,Normal Narrow
-1.2452452452452452,0.03589839132945023,Normal Narrow
-1.2372372372372373,0.03735444686981251,Normal Narrow
-1.229229229229229,0.0388595914438517,Normal Narrow
-1.2212212212212212,0.040415015391227174,Normal Narrow
-1.2132132132132134,0.042021917394926764,Normal Narrow
-1.2052052052052051,0.043681503561073504,Normal Narrow
-1.1971971971971973,0.04539498645232,Normal Narrow
-1.189189189189189,0.047163584074502406,Normal Narrow
-1.1811811811811812,0.048988518816295956,Normal Narrow
-1.1731731731731734,0.050871016341695045,Normal Narrow
-1.165165165165165,0.052812304435214286,Normal Narrow
-1.1571571571571573,0.05481361179979381,Normal Narrow
-1.149149149149149,0.05687616680747733,Normal Narrow
-1.1411411411411412,0.05900119620301696,Normal Narrow
-1.1331331331331334,0.061189923760656906,Normal Narrow
-1.125125125125125,0.06344356889443706,Normal Narrow
-1.1171171171171173,0.06576334522245879,Normal Narrow
-1.109109109109109,0.06815045908565691,Normal Narrow
-1.1011011011011012,0.0706061080217198,Normal Narrow
-1.0930930930930933,0.07313147919491259,Normal Narrow
-1.085085085085085,0.07572774778265952,Normal Narrow
-1.0770770770770772,0.0783960753198552,Normal Narrow
-1.069069069069069,0.08113760800198809,Normal Narrow
-1.0610610610610611,0.08395347494826674,Normal Narrow
-1.0530530530530529,0.08684478642606433,Normal Narrow
-1.045045045045045,0.0898126320381025,Normal Narrow
-1.0370370370370372,0.09285807887392497,Normal Narrow
-1.029029029029029,0.09598216962731904,Normal Narrow
-1.021021021021021,0.09918592068146985,Normal Narrow
-1.0130130130130128,0.10247032016375017,Normal Narrow
-1.005005005005005,0.10583632597216397,Normal Narrow
-0.9969969969969972,0.10928486377558908,Normal Narrow
-0.9889889889889889,0.11281682499007513,Normal Narrow
-0.9809809809809811,0.11643306473357685,Normal Narrow
-0.9729729729729728,0.12013439976161935,Normal Narrow
-0.964964964964965,0.12392160638650246,Normal Narrow
-0.9569569569569571,0.12779541838277478,Normal Narrow
-0.9489489489489489,0.13175652488180953,Normal Narrow
-0.940940940940941,0.13580556825843124,Normal Narrow
-0.9329329329329328,0.13994314201264946,Normal Narrow
-0.924924924924925,0.14416978864965124,Normal Narrow
-0.9169169169169171,0.1484859975613183,Normal Narrow
-0.9089089089089089,0.15289220291261763,Normal Narrow
-0.900900900900901,0.15738878153631697,Normal Narrow
-0.8928928928928928,0.1619760508395636,Normal Narrow
-0.8848848848848849,0.16665426672594108,Normal Narrow
-0.8768768768768771,0.17142362153671067,Normal Narrow
-0.8688688688688688,0.1762842420150041,Normal Narrow
-0.860860860860861,0.18123618729680976,Normal Narrow
-0.8528528528528527,0.18627944693265724,Normal Narrow
-0.8448448448448449,0.19141393894395106,Normal Narrow
-0.8368368368368371,0.19663950791796656,Normal Narrow
-0.8288288288288288,0.20195592314554917,Normal Narrow
-0.820820820820821,0.20736287680560145,Normal Narrow
-0.8128128128128127,0.21285998220046842,Normal Narrow
-0.8048048048048049,0.218446772046343,Normal Narrow
-0.796796796796797,0.22412269682283747,Normal Narrow
-0.7887887887887888,0.22988712318585497,Normal Narrow
-0.780780780780781,0.23573933244790002,Normal Narrow
-0.7727727727727727,0.24167851912995034,Normal Narrow
-0.7647647647647648,0.2477037895889807,Normal Narrow
-0.7567567567567566,0.2538141607252109,Normal Narrow
-0.7487487487487487,0.2600085587730918,Normal Narrow
-0.7407407407407409,0.2662858181800094,Normal Narrow
-0.7327327327327327,0.27264468057660807,Normal Narrow
-0.7247247247247248,0.27908379384257687,Normal Narrow
-0.7167167167167166,0.2856017112716606,Normal Narrow
-0.7087087087087087,0.2921968908395566,Normal Narrow
-0.7007007007007009,0.298867694578276,Normal Narrow
-0.6926926926926926,0.305612388060423,Normal Narrow
-0.6846846846846848,0.3124291399967329,Normal Narrow
-0.6766766766766765,0.3193160219500869,Normal Narrow
-0.6686686686686687,0.326271008169067,Normal Narrow
-0.6606606606606609,0.3332919755439859,Normal Narrow
-0.6526526526526526,0.340376703688152,Normal Narrow
-0.6446446446446448,0.34752287514697333,Normal Narrow
-0.6366366366366365,0.3547280757373296,Normal Narrow
-0.6286286286286287,0.36198979501944445,Normal Narrow
-0.6206206206206208,0.3693054269033161,Normal Narrow
-0.6126126126126126,0.3766722703915451,Normal Narrow
-0.6046046046046047,0.3840875304601986,Normal Narrow
-0.5965965965965965,0.39154831907913656,Normal Narrow
-0.5885885885885886,0.39905165637298595,Normal Narrow
-0.5805805805805808,0.40659447192373854,Normal Narrow
-0.5725725725725725,0.4141736062156903,Normal Narrow
-0.5645645645645647,0.42178581222320966,Normal Narrow
-0.5565565565565564,0.42942775714157017,Normal Narrow
-0.5485485485485486,0.4370960242608179,Normal Narrow
-0.5405405405405403,0.44478711498240436,Normal Narrow
-0.5325325325325325,0.45249745097802707,Normal Narrow
-0.5245245245245247,0.46022337648987843,Normal Narrow
-0.5165165165165164,0.4679611607712103,Normal Narrow
-0.5085085085085086,0.4757070006658631,Normal Narrow
-0.5005005005005003,0.48345702332513196,Normal Narrow
-0.4924924924924925,0.4912072890600549,Normal Narrow
-0.48448448448448467,0.49895379432695,Normal Narrow
-0.4764764764764764,0.5066924748437317,Normal Narrow
-0.46846846846846857,0.5144192088342736,Normal Narrow
-0.4604604604604603,0.522129820397809,Normal Narrow
-0.45245245245245247,0.5298200830000737,Normal Narrow
-0.44444444444444464,0.5374857230826477,Normal Narrow
-0.43643643643643637,0.5451224237866624,Normal Narrow
-0.42842842842842854,0.5527258287867869,Normal Narrow
-0.42042042042042027,0.5602915462311563,Normal Narrow
-0.41241241241241244,0.5678151527826273,Normal Narrow
-0.4044044044044046,0.5752921977565268,Normal Narrow
-0.39639639639639634,0.5827182073497945,Normal Narrow
-0.3883883883883885,0.590088688956199,Normal Narrow
-0.38038038038038025,0.5973991355620816,Normal Narrow
-0.3723723723723724,0.6046450302168502,Normal Narrow
-0.3643643643643646,0.6118218505722598,Normal Narrow
-0.3563563563563563,0.618925073484291,Normal Narrow
-0.3483483483483485,0.6259501796712702,Normal Narrow
-0.3403403403403402,0.6328926584216902,Normal Narrow
-0.3323323323323324,0.6397480123450142,Normal Narrow
-0.32432432432432456,0.6465117621586113,Normal Narrow
-0.3163163163163163,0.6531794515038067,Normal Narrow
-0.30830830830830847,0.659746651783919,Normal Narrow
-0.3003003003003002,0.6662089670170337,Normal Narrow
-0.29229229229229237,0.6725620386961527,Normal Narrow
-0.28428428428428454,0.6788015506492889,Normal Narrow
-0.27627627627627627,0.6849232338919815,Normal Narrow
-0.26826826826826844,0.6909228714646607,Normal Narrow
-0.26026026026026017,0.6967963032472498,Normal Narrow
-0.25225225225225234,0.7025394307433469,Normal Narrow
-0.24424424424424407,0.7081482218263374,Normal Narrow
-0.23623623623623624,0.7136187154397708,Normal Narrow
-0.2282282282282284,0.718947026244372,Normal Narrow
-0.22022022022022014,0.724129349204074,Normal Narrow
-0.21221221221221231,0.7291619641035219,Normal Narrow
-0.20420420420420404,0.734041239989562,Normal Narrow
-0.19619619619619622,0.7387636395293029,Normal Narrow
-0.1881881881881884,0.743325723277447,Normal Narrow
-0.18018018018018012,0.7477241538456928,Normal Narrow
-0.1721721721721723,0.7519556999671447,Normal Narrow
-0.16416416416416402,0.756017240448808,Normal Narrow
-0.1561561561561562,0.7599057680054073,Normal Narrow
-0.14814814814814836,0.7636183929679426,Normal Narrow
-0.1401401401401401,0.7671523468605835,Normal Narrow
-0.13213213213213226,0.7705049858397063,Normal Narrow
-0.12412412412412399,0.7736737939890989,Normal Narrow
-0.11611611611611616,0.7766563864655824,Normal Narrow
-0.10810810810810834,0.7794505124895497,Normal Narrow
-0.10010010010010006,0.7820540581751663,Normal Narrow
-0.09209209209209224,0.7844650491952583,Normal Narrow
-0.08408408408408397,0.7866816532761829,Normal Narrow
-0.07607607607607614,0.7887021825182661,Normal Narrow
-0.06806806806806831,0.7905250955376989,Normal Narrow
-0.06006006006006004,0.7921489994260823,Normal Narrow
-0.05205205205205221,0.7935726515241377,Normal Narrow
-0.04404404404404394,0.7947949610064192,Normal Narrow
-0.03603603603603611,0.7958149902741981,Normal Narrow
-0.02802802802802784,0.7966319561540326,Normal Narrow
-0.020020020020020013,0.7972452308998741,Normal Narrow
-0.012012012012012185,0.7976543429969186,Normal Narrow
-0.004004004004003914,0.7978589777657593,Normal Narrow
0.004004004004004358,0.7978589777657593,Normal Narrow
0.012012012012012185,0.7976543429969186,Normal Narrow
0.020020020020020013,0.7972452308998741,Normal Narrow
